wav_filename,transcript,duration
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mcfl-b.wav,ONE FOUR EIGHT TWO THREE,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mcrt-b.wav,THREE OH SIX,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mcsc-b.wav,ONE ZERO ZERO SIX,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mdcs-b.wav,SIXTY THREE SIXTY FOUR AND A HALF,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mdcs2-b.wav,FOURTEEN FOURTEEN,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mdmc-b.wav,FIVE TEN,1.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mdxs-b.wav,THREE SEVENTY ONE,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-meab-b.wav,THREE ONE TWO,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-meht-b.wav,FIFTY SIX SIXTY NINE,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mfaa-b.wav,FIVE SIX THREE ONE,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mjbh-b.wav,FIVE SIX FOUR ZERO,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mjda-b.wav,SEVEN THIRTY,1.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mjdr-b.wav,FOUR SEVEN TWO ZERO,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mjes-b.wav,THIRTY,0.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mjhp-b.wav,ONE FIVE THREE TWO,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mkdb-b.wav,FIFTY SEVEN FOURTEEN A,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mmaf-b.wav,FIVE TWO SEVEN,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mmal-b.wav,FIFTY THREE FORTY TWO,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mmap-b.wav,SIX THIRTY,1.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mmdg-b.wav,SIX THREE TWO THREE,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mmsh-b.wav,THREE FOUR FOUR,1.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mmtm-b.wav,ONE ELEVEN,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mnfe-b.wav,TEN SEVENTY ONE,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mnjl-b.wav,ONE THOUSAND,1.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mrab-b.wav,ONE TWENTY TWO,1.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mrcb-b.wav,ONE TWO FIVE TWO,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mrjc2-b.wav,SIXTY SEVEN TEN,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mrmg-b.wav,ONE OH TWO,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mscg2-b.wav,FIVE ONE ONE FIVE,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-msct-b.wav,FIVE ONE NINE,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-msjr-b.wav,EIGHT FORTY ONE,1.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mskh-b.wav,SIX ZERO ONE FIVE,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mtcv-b.wav,EIGHT FOUR SIX SEVEN,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mtje-b.wav,FOUR OH ONE,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mtos-b.wav,M G E FOUR OH TWO,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mtxj-b.wav,ONE HUNDRED,1.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen3-mwhw-b.wav,ONE FIFTY,1.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fash-b.wav,M O R E W O O D,3.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fclc-b.wav,A Y L E S B O R O,3.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fejs-b.wav,F I N D L E Y D R I V E,5.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-ffmm-b.wav,P H I L L I P S,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fjam-b.wav,M E M O R Y L A N E,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fjdn-b.wav,K U N T Z,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fjmd-b.wav,S P R I N G H O U S E,3.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fkdo-b.wav,A L M O N T,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-flmm2-b.wav,M E A D O W G A T E D R I V E,6.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-flrp-b.wav,M A R G A R E T,3.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fmjc-b.wav,H O B A R T,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fmjd-b.wav,D A L Z E L L,3.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fnsv-b.wav,E L L S W O R T H,4.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fplp-b.wav,E A R L F O R D,5.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fsaf2-b.wav,T A N G L E W Y L D E,4.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fsrb-b.wav,A R A P A H O E,4.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-ftal-b.wav,V A L E,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-ftmj-b.wav,H A W T H O R N E,4.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-fwxs-b.wav,O R C H A R D P L A C E,5.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mblb-b.wav,M I D W O O D,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mblw-b.wav,L U D W I C K,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mbmg-b.wav,P A R K R O A D,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mcel-b.wav,G A R L A N D,3.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mcfl-b.wav,L O N G V I E W,3.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mcrt-b.wav,H A S T I N G S,4.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mcsc-b.wav,T R E N T O N,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mdcs-b.wav,F O R W A R D,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mdcs2-b.wav,S O U T H,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mdmc-b.wav,H I G H L A N D,6.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mdxn-b.wav,C O N C O R D,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mdxs-b.wav,B O U Q U E T,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-meab-b.wav,B R A D D O C K,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-meht-b.wav,B E A C O N,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mema-b.wav,E A S T E N D A V E,3.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mewl-b.wav,FIVE ONE ONE FIVE M A R G A R E T,4.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mfaa-b.wav,W I L K I N S,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mgah-b.wav,R U S K I N,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mjbh-b.wav,E L G I N,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mjda-b.wav,E A S T E N D A V E N U E,5.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mjdr-b.wav,C E N T R E A V E N U E,4.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mjes-b.wav,E A S T EIGHTY FIFTH S T R E E T,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mjhp-b.wav,A S B U R Y P L A C E,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mjjs2-b.wav,A M P E R E,4.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mkdb-b.wav,B E A C O N,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mkem-b.wav,C M U,1.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mmaf-b.wav,S U M M E R L E A,3.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mmal-b.wav,B E E L E R,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mmap-b.wav,B R O A D H E A D R O A D,4.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mmdg-b.wav,D O U G L A S,4.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mmkw-b.wav,P I N E H U R S T,5.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mmsh-b.wav,F I F T H A V E N U E,3.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mmtm-b.wav,O L D B A R N D R I V E,5.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mnfe-b.wav,M O R E W O O D,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mrab-b.wav,O A K D A L E D R I V E,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mrcb-b.wav,N E G L E Y,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mrjc2-b.wav,F E N N I M O R E,3.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mscg2-b.wav,M A R G A R E T,3.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-msct-b.wav,S E M P L E,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-msjm-b.wav,M A P L E,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mskh-b.wav,FIVE T H A V E N U E,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-msmn-b.wav,B U R C H F E I L D A V E,4.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-msrb-b.wav,P A T T E R S O N,4.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mtcv-b.wav,S L E E P Y H O L L O W,6.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mtje-b.wav,C E N T R E A V E,4.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mtos-b.wav,M O R E W O O D,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mtxj-b.wav,S A Y B R O O K H A R B O R,4.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen4-mwhw-b.wav,B U C K W H E A T,3.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fash-b.wav,P I T T S B U R G H,4.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fbbh-b.wav,G I B S O N I A,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fclc-b.wav,P I T T S B U R G H,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fejs-b.wav,P I T T S B U R G H,4.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-ffmm-b.wav,P I T T S B U R G H,4.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fjam-b.wav,M C K E E S P O R T,3.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fjdn-b.wav,B E R K E L E Y,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fjmd-b.wav,W R I G H T S V I L L E,3.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fkai-b.wav,P I T T S B U R G H,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fkdo-b.wav,P I T T S B U R G H,4.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fmjc-b.wav,P I T T S B U R G H,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fmjd-b.wav,P I T T S B U R G H,4.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fnsv-b.wav,P I T T S B U R G H,5.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fplp-b.wav,P I T T S B U R G H,6.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fsaf2-b.wav,B R O N X V I L L E,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-fsrb-b.wav,P I T T S B U R G H,5.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-ftal-b.wav,P I T T S B U R G H,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-ftmj-b.wav,S W I S S V A L E,4.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mblb-b.wav,W A T E R B U R Y,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mblw-b.wav,P G H,1.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mbmg-b.wav,D O W N I N G T O W N,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mcen-b.wav,P I T T S B U R G H,4.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mcfl-b.wav,N E W B U R Y,3.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mcrt-b.wav,P I T T S B U R G H,6.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mcsc-b.wav,P G H,1.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mdcs-b.wav,P I T T S B U R G H,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mdcs2-b.wav,P I T T S B U R G,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mdxn-b.wav,I T H A C A,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mdxs-b.wav,P I T T S B U R G H,5.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-meab-b.wav,P I T T S B U R G H,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-meht-b.wav,P I T T S B U R G H,3.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mema-b.wav,P G H,1.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mewl-b.wav,P I T T S B U R G H,3.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mfaa-b.wav,P I T T S B U R G H,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mgah-b.wav,P I T T S B U R G H,4.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mjbh-b.wav,P I T T S B U R G H,4.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mjdr-b.wav,P I T T S B U R G H,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mjes-b.wav,N E W Y O R K,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mjgk-b.wav,O APOSTROPHE H A R A,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mjhp-b.wav,P I T T S B U R G H,2.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mkem-b.wav,P I T T S B U R G H,4.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mmaf-b.wav,P I T T S B U R G H,3.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mmal-b.wav,P I T T S B U R G H,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mmap-b.wav,C R A F T O N,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mmdg-b.wav,P I T T S B U R G H,5.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mmkw-b.wav,M A U L D I N,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mmsh-b.wav,B R O O M A L L,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mmtm-b.wav,V E R O N A,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mnfe-b.wav,P I T T S B U R G H,5.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mnjl-b.wav,P I T T S B U R G H,3.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mrab-b.wav,Z E L I E N O P L E,2.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mrcb-b.wav,P I T T S B U R G H,3.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mrjc2-b.wav,P I T T S B U R G H,3.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mrmg-b.wav,P I T T S B U R G H,5.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-msct-b.wav,P I T T S B U R G H,4.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-msjm-b.wav,G L E N S H A W,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-msjr-b.wav,V E R O N A,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mskh-b.wav,P I T T S B U R G H,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-msmn-b.wav,P I T T S B U R G H,3.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-msrb-b.wav,C A R N E G I E,3.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mtcv-b.wav,W A R R E N,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mtos-b.wav,P I T T S B U R G H,4.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mtxj-b.wav,B R A D F O R D W O O D S,4.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen5-mwhw-b.wav,G I B S O N I A,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fbbh-b.wav,ONE FIVE OH FOUR FOUR,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fclc-b.wav,ONE FIVE TWO ONE SEVEN,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fejs-b.wav,ONE FIVE TWO TWO ONE,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-ffmm-b.wav,ONE FIVE TWO ONE SEVEN,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fjam-b.wav,ONE FIVE ONE THREE THREE,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fjmd-b.wav,ONE SEVEN THREE SIX EIGHT,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fkai-b.wav,ONE FIVE TWO ONE SEVEN,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fkdo-b.wav,ONE FIVE TWO ONE OH,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-flmm2-b.wav,ONE FIVE SIX SIX EIGHT,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-flrp-b.wav,ONE FIVE TWO ONE THREE,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fmjc-b.wav,ONE FIVE TWO ONE SEVEN,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fmjd-b.wav,ONE FIVE TWO ONE SEVEN,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fnsv-b.wav,ONE FIVE TWO THREE TWO,2.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fplp-b.wav,ONE FIVE TWO TWO SEVEN,3.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fsaf2-b.wav,ONE OH SEVEN OH EIGHT,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fsrb-b.wav,ONE FIVE TWO FOUR ONE,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-ftal-b.wav,ONE FIVE TWO THREE NINE,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-ftmj-b.wav,ONE FIVE TWO ONE EIGHT,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-fwxs-b.wav,ONE FIVE ONE FOUR THREE,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mblb-b.wav,OH SIX SEVEN OH EIGHT,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mblw-b.wav,ONE FIVE TWO ONE SEVEN,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mbmg-b.wav,ONE NINE THREE THREE FIVE,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mcel-b.wav,NINE FOUR OH EIGHT SIX,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mcen-b.wav,ONE FIVE TWO THREE TWO,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mcrt-b.wav,ONE FIVE TWO OH SIX,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mcsc-b.wav,ONE FIVE TWO TWO ONE,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mdcs-b.wav,ONE FIVE TWO ONE SEVEN,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mdcs2-b.wav,ONE FIVE TWO ONE SEVEN,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mdmc-b.wav,ONE FIVE TWO OH SIX,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mdxn-b.wav,ONE FOUR EIGHT FIVE OH,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mdxs-b.wav,ONE FIVE TWO ONE THREE,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-meab-b.wav,ONE FIVE TWO TWO ONE,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-meht-b.wav,ONE FIVE TWO ONE SEVEN,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mema-b.wav,ONE FIVE TWO TWO ONE,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mewl-b.wav,ONE FIVE TWO ONE THREE,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mfaa-b.wav,ONE FIVE TWO ONE SEVEN,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mgah-b.wav,ONE FIVE TWO ONE THREE,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mjbh-b.wav,ONE FIVE TWO ZERO SIX,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mjda-b.wav,ONE FIVE TWO TWO ONE,2.0
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mjdr-b.wav,ONE FIVE TWO ONE THREE,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mjes-b.wav,ONE OH OH TWO EIGHT,1.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mjgk-b.wav,ONE FIVE TWO THREE EIGHT,4.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mjjs2-b.wav,ONE FIVE TWO ZERO SEVEN,3.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mkdb-b.wav,ONE FIVE TWO ONE SEVEN,1.7
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mkem-b.wav,ONE FIVE TWO ONE THREE,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mmaf-b.wav,ONE FIVE TWO THREE TWO,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mmal-b.wav,ONE FIVE TWO ONE SEVEN,1.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mmap-b.wav,ONE FIVE TWO OH FIVE,1.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mmdg-b.wav,ONE FIVE TWO ONE SEVEN,3.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mmkw-b.wav,TWO NINE SIX SIX TWO,3.6
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mmtm-b.wav,ONE FIVE ONE FOUR SEVEN,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mnfe-b.wav,ONE FIVE TWO ONE THREE,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mnjl-b.wav,ONE FIVE TWO ONE THREE,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mrab-b.wav,ONE SIX OH SIX THREE,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mrcb-b.wav,ONE FIVE TWO ONE SEVEN,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mrjc2-b.wav,ONE FIVE TWO OH SIX,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mrmg-b.wav,ONE FIVE TWO TWO ONE,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mscg2-b.wav,ONE FIVE TWO TWO SIX,2.9
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-msct-b.wav,ONE FIVE TWO ONE THREE,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-msjm-b.wav,ONE FIVE ONE ONE SIX,2.5
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-msjr-b.wav,ONE FIVE ONE FOUR SEVEN,2.1
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mskh-b.wav,ONE FIVE TWO THREE TWO,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-msmn-b.wav,ONE FIVE TWO ONE SEVEN,1.8
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-msrb-b.wav,ONE FIVE ONE OH SIX,2.3
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mtcv-b.wav,FOUR FOUR FOUR EIGHT FOUR,2.4
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mtje-b.wav,ONE FIVE TWO THREE TWO,2.2
/home/jovyan/repos/asr_final_project/an4/train/an4/wav/cen6-mtos-b.wav,ONE FIVE TWO ONE THREE,2.1
